date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-09-22,PE_PIU_0607,2,0,,,280,31,,
2020-09-22,PE_PUN_0102,6,0,,,113,4,,
2020-09-24,US_AK_02150,0,0,,,65,0,,
2020-09-24,US_IL_17003,1,0,,,74,1,,
2020-09-24,US_MI_26013,5,0,,,26,0,,
2020-09-24,US_MN_27095,1,0,,,154,3,,
2020-09-24,US_NE_31093,0,0,,,94,5,,
2020-09-24,US_NE_31125,1,0,,,40,0,,
2020-09-24,US_SD_46101,5,0,,,83,0,,
2020-09-24,US_TX_48283,-2,0,,,360,11,,
2020-09-24,US_TX_48315,0,0,,,150,14,,
2020-09-24,US_TX_48387,0,0,,,160,14,,
2020-09-24,US_TX_48393,0,0,,,9,0,,
2020-09-24,US_TX_48421,1,0,,,62,0,,
2020-09-24,US_VA_51057,3,0,,,176,2,,
2020-09-25,VE_Z,3,,,,560,,,
2020-09-25,AF_LAG,0,0,0,,387,4,151,
2020-08-31,AR_B_007,1,0,,0,6,0,,0
2020-09-24,AR_B_616,1,0,,0,93,8,,0
2020-09-23,AR_B_819,2,0,,0,99,2,,0
2020-09-21,AR_B_847,1,0,,0,6,0,,0
2020-09-22,AR_K_070,1,0,,0,9,0,,0
2020-09-23,AR_L_112,1,0,,0,33,0,,0
2020-09-21,AR_R_084,0,0,,0,1,0,,0
2020-09-22,CO_05_05313,0,0,1,,9,1,6,
2020-09-24,CO_05_05756,0,0,1,,101,2,95,
2020-09-24,CO_19_19573,0,0,2,,380,16,350,
2020-09-24,CO_52_52838,0,0,4,,282,17,196,
2020-09-24,CO_66_66400,0,0,20,,530,8,441,
2020-09-23,CO_91,2,0,2,,2628,122,2610,
2020-09-23,CO_91_91001,2,0,2,,2396,110,2386,
2020-09-22,ES_MD_28147,1,,,,15,,,
2020-09-17,MX_GRO_12059,1,0,,,31,7,,
2020-09-21,MX_GUA_11009,1,0,,,210,19,,
2020-09-22,MX_HID_13074,1,0,,,157,32,,
2020-09-21,MX_JAL_14051,1,0,,,60,7,,
2020-09-22,MX_MEX_15017,1,0,,,21,1,,
2020-09-17,MX_MEX_15022,1,0,,,89,8,,
2020-09-21,MX_MIC_16078,3,0,,,39,1,,
2020-09-13,MX_MOR_17015,1,0,,,32,6,,
2020-09-23,MX_OAX_20157,1,0,,,232,13,,
2020-04-22,MX_OAX_20289,1,0,,,3,0,,
2020-08-20,MX_OAX_20545,1,0,,,19,0,,
2020-09-10,MX_PUE_21043,1,0,,,23,6,,
2020-09-10,MX_PUE_21115,1,0,,,33,6,,
2020-09-21,MX_PUE_21143,1,0,,,87,17,,
2020-09-18,MX_PUE_21172,0,1,,,27,4,,
2020-09-17,MX_PUE_21202,1,1,,,4,1,,
2020-09-23,MX_QUE_22007,1,0,,,82,12,,
2020-09-14,MX_SLP_24018,1,0,,,59,1,,
2020-08-18,MX_SLP_24043,1,0,,,16,3,,
2020-09-09,MX_SON_26070,1,0,,,89,11,,
2020-09-20,MX_VER_30015,1,0,,,82,27,,
2020-09-11,MX_VER_30089,1,0,,,124,35,,
2020-09-19,MX_VER_30134,3,0,,,125,14,,
2020-09-13,MX_VER_30173,1,0,,,50,6,,
2020-09-03,MX_YUC_31004,1,0,,,28,10,,
2020-09-11,MX_YUC_31023,1,0,,,25,3,,
2020-09-23,PE_APU_0109,3,0,,,186,5,,
2020-09-23,PE_APU_0213,1,0,,,121,3,,
2020-09-06,PE_CAJ_0809,1,0,,,60,1,,
2020-09-20,PE_HUC_0105,1,0,,,18,1,,
2020-09-18,PE_HUC_0510,1,0,,,3,0,,
2020-09-04,PE_HUV_0705,1,0,,,24,1,,
2020-09-21,PE_JUN_0134,2,0,,,103,1,,
2020-09-22,PE_JUN_0305,2,0,,,281,20,,
2020-09-21,PE_LAL_0204,1,0,,,69,6,,
2020-09-23,PE_PAS_0113,1,0,,,830,14,,
2020-09-22,PE_PAS_0203,1,0,,,10,2,,
2020-09-21,PE_PIU_0606,1,0,,,239,11,,
2020-09-23,PE_PUN_0501,1,0,,,313,10,,
2020-09-21,PE_SAM_0603,1,0,,,70,3,,
2020-09-22,PE_SAM_0805,4,0,,,281,4,,
2020-09-23,PE_TAC_0102,3,0,,,1686,28,,
2020-09-23,PE_TAC_0108,2,0,,,423,18,,
2020-09-22,PE_TUM_0103,1,0,,,144,9,,
2020-08-14,PH_10_CAM,5,0,0,,16,0,3,
2020-08-16,PH_14_SLU,1,0,0,,32,2,2,
2020-08-02,RU_AL,27,,,,1606,,,
2020-09-24,US_IL_17071,2,0,,,66,0,,
2020-09-24,US_IL_17191,8,0,,,264,5,,
2020-09-24,US_KS_20017,0,0,,,81,1,,
2020-09-24,US_KS_20181,0,0,,,31,0,,
2020-09-24,US_KS_20205,0,0,,,59,2,,
2020-09-24,US_MN_27001,1,0,,,75,1,,
2020-09-24,US_NE_31023,0,0,,,111,1,,
2020-09-24,US_NE_31145,1,0,,,31,0,,
2020-09-24,US_OK_40061,5,0,,,275,4,,
2020-09-24,US_OK_40091,4,0,,,302,5,,
2020-09-24,US_OK_40151,4,0,,,103,0,,
2020-09-24,US_TN_47143,7,1,,,798,12,,
2020-09-24,US_TX_48507,0,0,,,367,16,,
2020-09-19,AR_K_035,3,0,,0,48,0,,0
2020-09-23,BO_N,0,0,,,2362,164,,
2020-09-24,CO_05_05030,0,0,8,,154,4,111,
2020-09-23,CO_41_41006,2,0,0,,27,2,16,
2020-09-24,CO_41_41298,0,0,19,,473,15,327,
2020-09-24,CO_41_41615,0,0,9,,108,8,74,
2020-09-24,CO_41_41668,0,0,3,,161,12,131,
2020-09-22,ES_MD_28056,2,,,,28,,,
2020-09-22,ES_MD_28095,14,,,,46,,,
2020-08-14,MX_CHH_08005,1,0,,,36,6,,
2020-06-16,MX_COA_05015,0,1,,,2,1,,
2020-09-16,MX_GRO_12018,2,0,,,25,3,,
2020-09-14,MX_GRO_12068,2,0,,,84,7,,
2020-09-17,MX_GUA_11026,3,0,,,389,19,,
2020-09-21,MX_GUA_11028,6,0,,,712,32,,
2020-09-20,MX_GUA_11035,1,0,,,373,31,,
2020-09-21,MX_MIC_16020,1,0,,,64,7,,
2020-09-22,MX_MOR_17031,1,0,,,214,48,,
2020-09-18,MX_OAX_20091,3,0,,,79,4,,
2020-06-24,MX_OAX_20171,1,0,,,5,1,,
2020-07-27,MX_OAX_20188,1,0,,,3,0,,
2020-08-17,MX_OAX_20339,2,0,,,8,0,,
2020-09-21,MX_OAX_20469,1,0,,,47,4,,
2020-09-21,MX_PUE_21037,1,0,,,6,2,,
2020-08-28,MX_PUE_21063,1,0,,,19,2,,
2020-09-22,MX_PUE_21071,2,0,,,389,57,,
2020-09-22,MX_PUE_21079,1,0,,,10,2,,
2020-09-17,MX_PUE_21134,0,1,,,47,11,,
2020-09-23,MX_PUE_21154,0,1,,,291,55,,
2020-09-18,MX_PUE_21155,2,0,,,20,1,,
2020-09-21,MX_SIN_25016,1,0,,,44,10,,
2020-09-23,MX_SLP_24013,1,0,,,2992,180,,
2020-09-10,MX_TAM_28007,1,0,,,71,3,,
2020-09-16,MX_TLA_29027,0,1,,,63,17,,
2020-09-18,MX_VER_30025,0,1,,,16,6,,
2020-09-17,MX_VER_30033,1,0,,,28,6,,
2020-08-22,MX_VER_30082,1,0,,,49,11,,
2020-09-21,MX_YUC_31042,1,0,,,6,0,,
2020-09-23,PE_ANC_0508,7,0,,,36,1,,
2020-09-20,PE_ANC_1207,0,1,,,57,3,,
2020-09-23,PE_ANC_2001,2,0,,,161,8,,
2020-08-31,PE_APU_0607,1,0,,,4,0,,
2020-09-23,PE_CUS_0301,1,0,,,260,10,,
2020-09-23,PE_CUS_1201,1,0,,,140,3,,
2020-09-23,PE_HUC_0604,1,0,,,520,16,,
2020-09-18,PE_JUN_0121,1,0,,,77,1,,
2020-09-23,PE_LIM_0204,1,0,,,533,24,,
2020-09-18,PE_LIM_0811,1,0,,,341,29,,
2020-09-01,PE_PAS_0108,1,0,,,9,1,,
2020-09-23,PE_PAS_0109,3,0,,,392,4,,
2020-09-18,PE_PAS_0302,1,0,,,39,0,,
2020-09-14,PE_PUN_0105,1,0,,,13,1,,
2020-09-15,PE_PUN_0207,1,0,,,14,0,,
2020-09-22,PE_SAM_0803,2,0,,,105,2,,
2020-09-23,PE_TAC_0104,1,0,,,1374,21,,
2020-09-24,US_IL_17065,0,0,,,67,0,,
2020-09-24,US_MI_26019,-1,0,,,79,2,,
2020-09-24,US_MN_27069,0,0,,,12,0,,
2020-09-24,US_MO_29111,1,0,,,82,2,,
2020-09-24,US_MO_29127,6,0,,,649,14,,
2020-09-24,US_NE_31065,1,0,,,39,1,,
2020-09-24,US_NM_35019,0,0,,,34,1,,
2020-09-24,US_NV_32021,0,0,,,13,0,,
2020-09-24,US_OK_40059,2,0,,,29,1,,
2020-09-24,US_TN_47033,0,0,,,529,19,,
2020-09-24,US_TX_48065,2,0,,,21,0,,
2020-09-24,US_TX_48501,10,0,,,213,5,,
2020-09-24,US_UT_49039,2,0,,,208,1,,
2020-07-19,AF_JOW,0,0,105,,196,6,188,
2020-09-23,AR_B_343,1,0,,0,102,3,,0
2020-09-23,AR_G_028,2,0,,0,44,0,,0
2020-09-24,CO_76_76869,0,0,3,,69,3,57,
2020-09-22,ES_MD_28094,6,,,,38,,,
2020-09-23,HN_CL,12,0,127,,2782,84,726,
2020-09-07,MX_DUR_10010,1,0,,,9,0,,
2020-09-15,MX_GRO_12027,1,1,,,44,12,,
2020-09-21,MX_GUA_11019,2,0,,,161,6,,
2020-09-05,MX_HID_13037,0,1,,,16,5,,
2020-08-31,MX_HID_13057,1,0,,,43,11,,
2020-09-21,MX_HID_13059,3,0,,,37,3,,
2020-09-22,MX_JAL_14093,2,0,,,409,21,,
2020-09-17,MX_MEX_15094,1,0,,,60,10,,
2020-09-13,MX_MEX_15096,1,0,,,90,14,,
2020-09-21,MX_MIC_16088,0,1,,,221,26,,
2020-09-22,MX_NAY_18004,1,0,,,199,31,,
2020-07-11,MX_PUE_21060,1,0,,,4,2,,
2020-09-19,MX_PUE_21177,1,0,,,38,12,,
2020-09-22,MX_TLA_29007,1,0,,,54,8,,
2020-09-17,MX_VER_30174,2,0,,,301,44,,
2020-07-30,PE_AMA_0603,2,0,,,4,0,,
2020-08-22,PE_ARE_0206,0,1,,,7,2,,
2020-09-21,PE_CAJ_0804,1,0,,,129,0,,
2020-09-20,PE_HUV_0117,1,0,,,123,1,,
2020-09-15,PE_LIM_0514,2,0,,,126,11,,
2020-09-02,PE_LIM_0702,1,0,,,5,0,,
2020-09-21,PE_PIU_0402,1,0,,,21,5,,
2020-09-24,US_KS_20179,0,0,,,14,0,,
2020-09-24,US_KY_21051,1,0,,,306,6,,
2020-09-24,US_KY_21075,1,0,,,143,2,,
2020-09-24,US_ME_23021,0,0,,,9,0,,
2020-09-24,US_MN_27089,0,0,,,50,1,,
2020-09-24,US_MN_27097,6,0,,,222,1,,
2020-09-24,US_MO_29007,3,0,,,416,2,,
2020-09-24,US_ND_38063,2,0,,,46,0,,
2020-09-24,US_TX_48075,0,0,,,68,0,,
2020-09-24,US_TX_48225,-1,0,,,371,10,,
2020-09-24,US_TX_48369,5,0,,,422,7,,
2020-09-12,ZA_EC_BUF,39,15,,,20684,697,,
2020-09-12,ZA_EC_DC10,24,0,,,6538,222,,
2020-09-12,ZA_EC_DC12,17,0,,,8915,289,,
2020-09-12,ZA_EC_DC13,32,0,,,8636,286,,
2020-09-12,ZA_EC_DC14,25,0,,,2972,92,,
2020-09-12,ZA_EC_DC15,14,0,,,12888,379,,
2020-09-12,ZA_EC_DC44,7,0,,,3347,59,,
2020-09-12,ZA_EC_NMA,37,9,,,22706,1015,,
2020-09-21,AR_B_014,1,0,,0,14,0,,0
2020-09-18,AR_K_091,1,0,,0,7,0,,0
2020-09-19,AR_M_112,2,0,,0,39,0,,0
2020-09-24,AR_X_049,2,0,,0,35,0,,0
2020-09-23,BO_B,40,1,,,7089,351,,
2020-09-23,CO_15_15047,0,0,1,,55,4,47,
2020-09-23,CO_25_25245,1,0,3,,78,5,71,
2020-09-24,CO_41_41016,0,0,1,,63,0,57,
2020-09-02,MX_AGU_01008,1,0,,,56,1,,
2020-09-17,MX_AGU_01011,4,0,,,65,10,,
2020-09-19,MX_CHH_08021,1,1,,,561,58,,
2020-08-27,MX_CHP_07091,0,1,,,7,3,,
2020-07-14,MX_CHP_07096,0,1,,,15,4,,
2020-09-22,MX_GUA_11005,1,1,,,296,23,,
2020-09-22,MX_HID_13041,2,0,,,184,36,,
2020-09-21,MX_JAL_14025,1,0,,,100,5,,
2020-09-18,MX_MEX_15056,3,0,,,63,8,,
2020-09-15,MX_MEX_15079,1,1,,,36,9,,
2020-09-06,MX_MEX_15080,1,1,,,30,3,,
2020-09-19,MX_MIC_16006,1,0,,,696,56,,
2020-09-15,MX_MIC_16083,1,0,,,27,4,,
2020-09-21,MX_MIC_16093,1,0,,,104,4,,
2020-09-17,MX_MIC_16106,2,0,,,83,6,,
2020-09-03,MX_MOR_17014,1,0,,,18,3,,
2020-09-12,MX_NLE_19022,1,0,,,51,4,,
2020-09-19,MX_OAX_20269,1,0,,,6,0,,
2020-09-21,MX_OAX_20324,1,0,,,83,10,,
2020-09-20,MX_PUE_21004,1,0,,,84,10,,
2020-09-07,MX_PUE_21083,1,0,,,14,3,,
2020-09-15,MX_PUE_21100,1,0,,,10,3,,
2020-09-15,MX_PUE_21122,1,0,,,31,6,,
2020-09-10,MX_PUE_21207,1,0,,,107,16,,
2020-09-17,MX_TAM_28039,1,0,,,44,4,,
2020-09-18,MX_TLA_29008,1,0,,,43,9,,
2020-09-05,MX_TLA_29058,1,0,,,37,5,,
2020-09-17,MX_VER_30109,2,0,,,91,12,,
2020-08-24,MX_VER_30188,1,0,,,5,1,,
2020-09-05,MX_YUC_31063,0,1,,,41,9,,
2020-09-17,MX_YUC_31076,1,0,,,56,15,,
2020-09-11,MX_YUC_31087,1,0,,,17,0,,
2020-09-23,MX_ZAC_32057,1,1,,,78,12,,
2020-09-23,PE_AMA_0701,13,0,,,2481,50,,
2020-09-23,PE_CAJ_0201,5,1,,,301,16,,
2020-09-22,PE_CAJ_0410,1,0,,,45,3,,
2020-09-23,PE_CUS_0403,1,0,,,14,0,,
2020-09-21,PE_CUS_1301,4,0,,,194,9,,
2020-09-22,PE_HUC_0317,1,0,,,32,4,,
2020-09-22,PE_ICA_0304,15,0,,,716,19,,
2020-09-20,PE_JUN_0130,1,0,,,82,4,,
2020-09-22,PE_LAL_0201,3,0,,,167,12,,
2020-09-23,PE_LAM_0312,1,0,,,311,31,,
2020-08-06,PE_LIM_0506,0,1,,,13,7,,
2020-09-19,PE_LIM_0714,1,1,,,234,5,,
2020-09-23,PE_MDD_0103,1,0,,,291,1,,
2020-09-22,PE_PAS_0103,1,0,,,258,6,,
2020-09-23,PE_PIU_0301,1,0,,,238,7,,
2020-09-22,PE_PIU_0505,1,0,,,273,16,,
2020-09-22,PE_PUN_1103,5,1,,,64,3,,
2020-09-12,PE_SAM_0507,1,0,,,128,0,,
2020-09-22,PE_SAM_0809,1,0,,,80,2,,
2020-09-23,PE_SAM_1005,1,0,,,464,7,,
2020-08-17,PE_TAC_0408,1,0,,,5,0,,
2020-09-24,US_IL_17017,4,0,,,393,11,,
2020-09-24,US_IL_17193,3,0,,,164,0,,
2020-09-24,US_KS_20081,0,0,,,113,1,,
2020-09-24,US_MN_27023,3,0,,,206,1,,
2020-09-24,US_NE_31051,1,0,,,86,2,,
2020-09-24,US_TX_48205,4,0,,,129,2,,
2020-09-24,AR_B_455,2,0,,0,71,3,,0
2020-09-18,AR_F_070,1,0,,0,5,0,,0
2020-07-19,AR_J_063,1,0,,0,3,0,,0
2020-09-06,AR_K_021,1,0,,0,6,0,,0
2020-09-22,AR_N_014,3,0,,0,7,1,,0
2020-09-18,CO_13_13140,5,0,9,,84,4,75,
2020-09-14,CO_27_27810,0,0,1,,55,5,51,
2020-09-24,CO_50_50313,0,0,4,,656,32,555,
2020-09-22,ES_MD_28183,0,,,,55,,,
2020-09-14,MX_CAM_04005,3,0,,,235,29,,
2020-09-20,MX_CHH_08031,0,1,,,19,6,,
2020-08-25,MX_CHP_07016,1,0,,,14,2,,
2020-09-21,MX_DUR_10022,1,0,,,36,6,,
2020-09-23,MX_JAL_14066,1,0,,,78,10,,
2020-09-16,MX_JAL_14123,1,0,,,20,3,,
2020-09-21,MX_MEX_15045,1,0,,,334,13,,
2020-09-19,MX_MIC_16047,1,0,,,26,4,,
2020-09-21,MX_MIC_16065,0,1,,,196,30,,
2020-09-20,MX_MIC_16110,1,0,,,110,10,,
2020-09-05,MX_PUE_21001,1,0,,,99,22,,
2020-09-17,MX_SIN_25007,1,0,,,43,7,,
2020-09-17,MX_TLA_29056,1,0,,,40,8,,
2020-09-21,MX_VER_30004,1,0,,,75,13,,
2020-09-14,MX_VER_30034,2,0,,,50,5,,
2020-09-17,MX_VER_30097,1,0,,,107,24,,
2020-09-20,MX_VER_30101,2,0,,,228,21,,
2020-09-12,MX_YUC_31002,1,0,,,82,36,,
2020-09-04,MX_YUC_31037,1,0,,,21,6,,
2020-09-22,MX_ZAC_32036,3,0,,,111,17,,
2020-09-14,PE_ANC_2005,1,0,,,51,2,,
2020-09-19,PE_APU_0106,1,0,,,32,2,,
2020-09-22,PE_ARE_0124,1,0,,,415,13,,
2020-09-23,PE_ARE_0128,3,0,,,421,10,,
2020-09-22,PE_ARE_0302,2,0,,,81,3,,
2020-09-22,PE_AYA_1001,1,0,,,32,1,,
2020-09-21,PE_CAJ_0301,2,0,,,201,5,,
2020-09-18,PE_CUS_1207,1,0,,,22,0,,
2020-09-23,PE_JUN_0119,2,0,,,110,9,,
2020-08-30,PE_JUN_0421,0,1,,,8,2,,
2020-09-23,PE_LAM_0107,0,1,,,135,11,,
2020-09-11,PE_LAM_0204,0,1,,,25,4,,
2020-04-21,PE_LIM_0515,1,0,,,1,0,,
2020-09-22,PE_LIM_0701,1,0,,,180,7,,
2020-09-18,PE_PIU_0507,0,1,,,122,11,,
2020-09-22,PE_PUN_0201,8,0,,,352,3,,
2020-09-21,PE_PUN_0602,1,0,,,21,0,,
2020-09-22,PE_PUN_0801,11,0,,,376,7,,
2020-09-24,US_IA_19035,10,0,,,235,2,,
2020-09-24,US_IA_19091,1,0,,,184,3,,
2020-09-24,US_IL_17069,0,0,,,37,0,,
2020-09-24,US_KY_21105,2,0,,,77,0,,
2020-09-24,US_MN_27113,1,0,,,116,1,,
2020-09-24,US_NV_32015,0,0,,,70,1,,
2020-09-24,US_OK_40025,0,0,,,24,0,,
2020-09-24,US_VA_51141,3,0,,,274,24,,
2020-09-24,US_VA_51720,0,0,,,33,0,,
2020-09-23,AR_B_301,1,0,,0,108,3,,0
2020-09-22,AR_B_351,0,0,,0,1,0,,0
2020-09-18,AR_F_021,1,0,,0,15,0,,0
2020-09-20,AR_H_112,1,0,,0,2,0,,0
2020-09-07,AR_L_098,1,0,,0,1,2,,0
2020-09-24,CO_23_23417,0,0,21,,942,110,768,
2020-09-21,CO_76_76020,15,0,0,,44,2,18,
2020-09-19,MX_AGU_01003,1,0,,,166,5,,
2020-09-07,MX_CHH_08009,1,0,,,69,2,,
2020-09-18,MX_CHH_08032,7,0,,,375,15,,
2020-09-12,MX_CHP_07004,1,0,,,33,3,,
2020-09-22,MX_CHP_07057,1,0,,,58,19,,
2020-09-15,MX_GRO_12012,1,0,,,136,13,,
2020-09-11,MX_GRO_12015,5,0,,,53,4,,
2020-09-23,MX_GUA_11014,0,1,,,648,36,,
2020-09-23,MX_HID_13008,1,0,,,369,46,,
2020-09-23,MX_HID_13009,1,0,,,54,16,,
2020-09-23,MX_HID_13016,1,0,,,105,31,,
2020-09-13,MX_JAL_14033,1,0,,,19,6,,
2020-09-19,MX_MEX_15016,1,0,,,211,12,,
2020-09-20,MX_MEX_15046,1,0,,,73,5,,
2020-09-17,MX_MEX_15063,1,0,,,86,15,,
2020-09-17,MX_MEX_15093,2,0,,,50,7,,
2020-09-07,MX_MEX_15113,0,1,,,88,10,,
2020-09-21,MX_MOR_17001,1,0,,,23,1,,
2020-09-21,MX_NLE_19005,0,1,,,77,4,,
2020-09-22,MX_OAX_20068,1,0,,,173,9,,
2020-09-21,MX_OAX_20338,4,0,,,98,7,,
2020-09-09,MX_OAX_20434,2,0,,,4,0,,
2020-09-18,MX_OAX_20565,1,0,,,347,20,,
2020-09-18,MX_PUE_21010,1,0,,,48,18,,
2020-09-16,MX_PUE_21017,1,0,,,34,7,,
2020-09-23,MX_TLA_29006,1,0,,,208,43,,
2020-09-21,MX_TLA_29035,1,0,,,42,8,,
2020-09-07,MX_YUC_31003,1,0,,,42,6,,
2020-09-22,MX_YUC_31027,1,0,,,15,5,,
2020-08-28,MX_YUC_31081,2,0,,,24,4,,
2020-09-11,PE_AMA_0112,1,0,,,9,0,,
2020-08-22,PE_AMA_0312,1,0,,,3,1,,
2020-09-22,PE_ARE_0205,3,0,,,62,1,,
2020-09-15,PE_CAJ_0502,1,0,,,45,5,,
2020-09-18,PE_CAJ_0607,4,0,,,21,2,,
2020-09-23,PE_CUS_0601,25,1,,,789,25,,
2020-09-23,PE_CUS_0801,4,0,,,260,5,,
2020-09-21,PE_CUS_0903,1,0,,,42,1,,
2020-09-20,PE_CUS_0906,1,0,,,40,1,,
2020-09-06,PE_CUS_1102,1,0,,,9,0,,
2020-09-22,PE_HUC_0109,3,0,,,122,6,,
2020-09-11,PE_HUV_0302,2,0,,,71,1,,
2020-09-23,PE_HUV_0706,3,0,,,174,0,,
2020-09-22,PE_ICA_0202,1,0,,,95,11,,
2020-09-09,PE_JUN_0416,1,0,,,18,2,,
2020-09-19,PE_JUN_0805,1,0,,,112,1,,
2020-09-22,PE_LAL_0202,5,0,,,216,22,,
2020-09-11,PE_LAM_0115,1,0,,,38,4,,
2020-09-22,PE_LAM_0117,2,0,,,410,38,,
2020-08-25,PE_LIM_0603,0,1,,,6,3,,
2020-09-18,PE_LOR_0402,1,0,,,72,9,,
2020-09-22,PE_PIU_0206,1,0,,,135,4,,
2020-09-22,PE_PIU_0602,1,0,,,1019,67,,
2020-09-22,PE_PUN_0106,3,0,,,27,2,,
2020-09-24,US_KS_20047,0,0,,,44,0,,
2020-09-24,US_MO_29033,1,0,,,138,1,,
2020-09-24,US_MO_29133,1,0,,,292,3,,
2020-09-24,US_ND_38103,0,0,,,33,0,,
2020-09-24,US_NE_31059,1,0,,,55,1,,
2020-09-24,US_TX_48047,9,0,,,312,22,,
2020-09-24,US_TX_48483,1,0,,,47,0,,
2020-09-24,US_VA_51091,0,0,,,6,0,,
2020-09-23,ZA_MP_DC30,28,0,,,8784,188,,
2020-09-23,ZA_MP_DC31,31,2,,,9951,215,,
2020-09-23,ZA_MP_DC32,53,11,,,7968,106,,
2020-07-19,AF_PAN,25,1,86,,285,16,208,
2020-07-03,AR_K_084,0,0,,0,0,0,,0
2020-09-23,AR_T_098,4,0,,0,111,0,,0
2020-09-22,AR_W_133,1,0,,0,27,0,,0
2020-09-24,AR_Y_014,3,0,,0,2140,79,,0
2020-09-24,CO_05_05079,0,0,1,,336,9,258,
2020-09-24,CO_08_08634,0,0,1,,727,18,721,
2020-09-23,CO_13_13683,1,0,0,,125,9,114,
2020-09-23,CO_15_15223,0,0,1,,35,1,32,
2020-09-24,CO_25_25320,0,0,1,,63,5,33,
2020-09-24,CO_25_25740,0,0,3,,668,32,610,
2020-09-24,CO_68_68547,0,0,30,,1940,81,1483,
2020-09-24,CO_76_76377,0,0,1,,60,2,53,
2020-09-22,ES_MD_28028,2,,,,20,,,
2020-09-03,MX_CHH_08010,1,0,,,4,2,,
2020-09-08,MX_CHP_07092,1,0,,,24,8,,
2020-08-02,MX_CHP_07109,0,1,,,27,2,,
2020-09-23,MX_COL_06009,0,1,,,780,98,,
2020-09-22,MX_GRO_12011,0,1,,,206,23,,
2020-07-09,MX_GRO_12026,1,0,,,2,0,,
2020-09-21,MX_GUA_11004,2,0,,,184,8,,
2020-09-18,MX_HID_13054,2,0,,,105,27,,
2020-08-28,MX_HID_13078,1,0,,,15,3,,
2020-09-21,MX_HID_13082,1,0,,,106,21,,
2020-09-19,MX_MEX_15102,1,0,,,37,0,,
2020-09-21,MX_MIC_16050,1,0,,,324,11,,
2020-09-14,MX_MIC_16061,1,0,,,20,3,,
2020-09-13,MX_MIC_16081,1,0,,,12,1,,
2020-09-20,MX_OAX_20079,0,1,,,484,98,,
2020-09-17,MX_PUE_21026,0,1,,,26,4,,
2020-09-13,MX_PUE_21032,1,0,,,6,5,,
2020-09-20,MX_PUE_21136,1,0,,,31,4,,
2020-09-23,MX_QUE_22004,1,0,,,102,19,,
2020-09-14,MX_SLP_24057,5,1,,,216,19,,
2020-07-29,MX_TLA_29046,0,1,,,6,4,,
2020-09-02,MX_TLA_29052,0,1,,,25,7,,
2020-09-09,MX_TLA_29053,1,0,,,48,4,,
2020-09-14,MX_VER_30003,1,0,,,154,31,,
2020-09-21,MX_VER_30040,2,0,,,228,29,,
2020-09-17,MX_VER_30073,2,0,,,28,5,,
2020-09-21,MX_VER_30175,1,0,,,195,35,,
2020-09-15,MX_VER_30182,1,0,,,37,8,,
2020-08-02,MX_YUC_31055,1,0,,,16,3,,
2020-09-22,MX_ZAC_32024,2,0,,,124,16,,
2020-09-22,PE_ANC_0802,1,0,,,30,3,,
2020-08-19,PE_ARE_0114,1,0,,,10,2,,
2020-09-23,PE_AYA_0201,2,0,,,68,6,,
2020-09-17,PE_CUS_0708,1,0,,,23,1,,
2020-09-22,PE_CUS_1306,1,0,,,50,2,,
2020-09-22,PE_HUC_0801,2,0,,,171,3,,
2020-09-17,PE_JUN_0111,2,0,,,22,0,,
2020-07-16,PE_JUN_0132,0,1,,,4,2,,
2020-09-22,PE_LAL_1104,5,0,,,69,0,,
2020-09-22,PE_LAL_1203,1,0,,,117,9,,
2020-09-15,PE_LIM_0301,1,0,,,14,1,,
2020-09-20,PE_LIM_0731,1,0,,,27,2,,
2020-09-23,PE_LIM_0732,2,0,,,95,0,,
2020-09-17,PE_MDD_0303,1,0,,,83,2,,
2020-09-19,PE_PAS_0105,1,0,,,26,1,,
2020-09-15,PE_PIU_0108,1,0,,,16,2,,
2020-09-21,PE_PIU_0702,3,0,,,119,9,,
2020-09-22,PE_PUN_0301,3,0,,,209,0,,
2020-09-23,PE_PUN_1201,2,0,,,128,0,,
2020-09-22,PE_TUM_0304,5,0,,,209,4,,
2020-09-18,PE_UCA_0106,1,0,,,196,4,,
2020-09-24,US_AR_05049,5,0,,,139,3,,
2020-09-24,US_KS_20025,0,0,,,50,1,,
2020-09-24,US_KS_20069,0,0,,,116,0,,
2020-09-24,US_KS_20097,0,0,,,23,0,,
2020-09-24,US_KS_20159,0,0,,,72,1,,
2020-09-24,US_KY_21039,0,0,,,77,1,,
2020-09-24,US_NE_31077,0,0,,,25,0,,
2020-09-24,US_NE_31163,0,0,,,23,1,,
2020-09-24,US_NM_35021,0,0,,,2,0,,
2020-09-24,US_TX_48079,0,0,,,50,1,,
2020-09-24,US_TX_48247,2,0,,,107,3,,
2020-09-25,AF_PKA,0,0,0,,206,6,144,
2020-09-22,AR_B_336,1,0,,0,13,1,,0
2020-09-23,AR_F_042,5,0,,0,204,4,,0
2020-09-16,AR_N_007,1,0,,0,2,2,,0
2020-08-16,AR_U_084,0,0,,0,3,0,,0
2020-09-22,CO_19_19845,1,0,1,,161,11,147,
2020-09-24,CO_20_20060,0,0,11,,387,25,318,
2020-09-21,CO_52_52224,1,0,1,,34,2,30,
2020-09-22,ES_MD_28107,2,,,,26,,,
2020-09-19,MX_CHP_07012,1,0,,,61,7,,
